,cycle,id,transid,crpfilterid,recipcode,pacshort,crprecipname,expcode,amount,date,city,state,zip,cmtelid_ef,candid,type,descrip,pg,elecother,enttype,source
17174,2016,1116952,SB21B74243,C00455717,PI,,,A30,76,01/29/2015,Hays,KS,,,,,Meals,,,IND,@new
17187,2016,1117886,VNV6Y9SFA75,C00147512,PI,,,F30,2701,07/20/2015,,NY,100133850,,,,Catering,,,ORG,@new
17188,2016,1117994,VNV6Y9SKNE4,C00147512,PI,,,A40,149,10/11/2015,,CA,900151338,,,,Lodging,,,ORG,@auto
17203,2016,1119582,SB2332588,C00415752,PB,,,R30,5000,09/28/2015,,CA,,,H2CA31125,,contribution,G2016,,CAN,@new3
17204,2016,1119681,SB236392,C00145722,PB,,,R30,2500,06/15/2015,,AR,,,H4AR04048,,Contribution,P2016,,CCM,@new3
17211,2016,1120028,SB2310021,C00300426,PB,,,R30,2000,02/17/2016,MONTGOMERY,AL,,C00462143,,,Contribution,G2016,,CCM,@new4
17212,2016,1120048,D522423,C00452763,PI,,,A40,205,02/01/2016,Washington,DC,,,,,Lodging,P2016,,ORG,@auto
17220,2016,1120803,SB2331658,C00364158,PB,,,R30,3500,03/22/2016,MIDDLETON,WI,,,S8WI00026,,CONTRIBUTION,P2016,,CCM,@new3
17222,2016,1120889,SB2915628,C00265546,PL,,Whkp,M00,75,02/16/2016,HENDERSONVILLE,NC,,,,,ADVERTISEMENT,P2016,,ORG,@new
17223,2016,1121039,VQZETA6BS27,C00492140,OI,,,A40,2,02/08/2016,,MO,631054204,,,,Travel,,,ORG,@auto
17225,2016,1121141,VQBGB9HPPY8,C00525220,PI,,,R30,2000,02/24/2016,Bowie,MD,207211910,C00574640,H6MD04209,,Contribution,P2016,,CCM,@new3
17228,2016,1121326,VQZETA74DE4,C00492140,OI,,,A40,-305,03/18/2016,,TX,761552664,,,,Travel,,,ORG,@auto
17229,2016,1121342,VQZETA74PW4,C00492140,OI,,,A40,61,03/18/2016,Chicago,IL,606612559,,,,Lodging,,,ORG,@auto
17231,2016,1121369,VQZETA74MG5,C00492140,OI,,Uber,A40,-22,03/18/2016,,CA,941031355,,,,Travel,,,ORG,@auto
17232,2016,1121380,VQZETA74NT5,C00492140,OI,,,A40,68,03/18/2016,Chicago,IL,606612559,,,,Lodging,,,ORG,@auto
17233,2016,1121485,VQZETA4VF02,C00492140,OI,,,U10,79,07/10/2015,Washington,DC,200012742,,,,Shipping,,,ORG,@new
17234,2016,1121530,VQZETA4VEZ4,C00492140,OI,,,A40,687,07/10/2015,Chantilly,VA,201512937,,,,Travel,,,ORG,@auto
17235,2016,1121559,VQZETA4VEB6,C00492140,OI,,,U10,84,07/10/2015,Washington,DC,200012742,,,,Shipping,,,ORG,@new
17239,2016,1121805,VQZETA1HAN2,C00492140,OI,,,A40,150,08/07/2015,Burlingame,CA,940102056,,,,Travel,,,ORG,@auto
17240,2016,1121807,VQZETA1H2P2,C00492140,OI,,,A40,461,08/07/2015,,TX,761552664,,,,Travel,,,ORG,@auto
17244,2016,1122131,VQZETA21C53,C00492140,OI,,Uber,A40,20,11/13/2015,,CA,941031355,,,,Travel,,,ORG,@auto
17249,2016,1122336,SB21B4206,C00571398,OI,BlakPac,,A70,240,02/15/2016,,FL,,,,,Utilities,,,ORG,@auto
17253,2016,1122570,B597753,C00304634,PB,,,R30,500,03/28/2016,Corona,CA,,C00257337,H2CA37023,,Contribution,G2016,,CCM,@new3
17254,2016,1122605,VQZETA1HHD5,C00492140,OI,,,A40,80,08/07/2015,Chicago,IL,606612559,,,,Lodging,,,ORG,@auto
17257,2016,1122758,4236566,C00363879,PB,,,R30,5000,03/14/2016,Washington,DC,,C00140715,H2MD05155,,Fundraiser,G2016,,CCM,@new3
17266,2016,1123182,B596784,C00431072,PB,,,R30,1000,03/16/2016,Alexandria,VA,,C00461046,S4PA00121,,Contribution,P2016,,CCM,@new3
17272,2016,1123729,SB23I13552,C00377689,PI,,,R30,5000,03/08/2016,,OK,,C00558510,H4OK05132,,CONTRIBUTION,P2016,,CCM,@new3
17273,2016,1123836,B595727,C00008268,PL,,,R30,1500,03/02/2016,Washington,DC,,C00336388,H8MA08071,,Contribution,P2016,,CCM,@new3
17274,2016,1123853,B7006D4DBC57C4E41869,C00493411,PI,,,R30,5000,03/25/2016,Manchester,NH,031050937,,S0NH00235,,Contribution,G2016,,COM,@new3
17276,2016,1123886,B595884,C00064766,PB,,,R30,1000,03/03/2016,Wahington,DC,,C00442921,H8IN07184,,Contribution,P2016,,CCM,@new3
17280,2016,1124044,VQZETA21TF3,C00492140,OI,,,W10,1237,09/30/2015,Arlington,VA,222013535,,,,Salary,,,IND,@auto
17283,2016,1124328,39212268,C00274431,PB,,,R30,5000,03/04/2016,Janesville,WI,535471488,C00330894,H8WI01024,,Contribution,G2016,,CCM,@new3
17284,2016,1124371,VQZETA21SZ7,C00492140,OI,,,W10,2416,09/30/2015,Washington,DC,200052936,,,,Salary,,,IND,@auto
17288,2016,1124810,VQZETA21KV2,C00492140,OI,,,W10,792,07/14/2015,Alexandria,VA,223024000,,,,Salary,,,IND,@auto
17292,2016,1125243,VQZETA2DQR3,C00492140,OI,,Uber,A40,18,12/04/2015,,CA,941031355,,,,Travel,,,ORG,@auto
17293,2016,1125253,VQZETA2DPV4,C00492140,OI,,,A40,763,12/04/2015,Orlando,FL,328198701,,,,Lodging,,,ORG,@auto
17295,2016,1125380,VQZETA2DN59,C00492140,OI,,Uber,A40,23,12/04/2015,,CA,941031355,,,,Travel,,,ORG,@auto
17297,2016,1125460,VQZETA4QTH7,C00492140,OI,,,U10,15,10/20/2015,Concord,NH,033012359,,,,Photocopies,,,ORG,@new
17299,2016,1125547,VQZETA4TRD5,C00492140,OI,,,A40,722,07/10/2015,,TX,761552664,,,,Travel,,,ORG,@auto
17300,2016,1125674,VQZET9ZQQY2,C00492140,OI,,,A40,438,08/14/2015,Atlanta,GA,303206001,,,,Travel,,,ORG,@auto
17304,2016,1125879,VQZETA74MK9,C00492140,OI,,,A40,89,03/18/2016,Chicago,IL,606612559,,,,Lodging,,,ORG,@auto
17308,2016,1126082,VQZETA20MR3,C00492140,OI,,,W10,1458,09/15/2015,Moberly,MO,652703060,,,,Salary,,,IND,@auto
17317,2016,1126543,VQZETA20R60,C00492140,OI,,,W10,1635,10/15/2015,Washington,DC,200025808,,,,Salary,,,IND,@auto
17318,2016,1126585,VQZETA20R03,C00492140,OI,,,W10,1309,10/15/2015,Mentor,OH,440601822,,,,Salary,,,IND,@auto
17323,2016,1127001,VQZETA2DKY1,C00492140,OI,,,A40,169,12/01/2015,,MO,631054204,,,,Travel,,,ORG,@auto
17329,2016,1127526,VQZETA4S740,C00492140,OI,,,W10,1381,11/27/2015,Washington,DC,200013465,,,,Salary,,,IND,@auto
17333,2016,1127700,VQZETA1H7P4,C00492140,OI,,,A40,201,07/07/2015,Chicago,IL,606612559,,,,Lodging,,,ORG,@auto
17335,2016,1127850,VQZETA6C0Z0,C00492140,OI,,,W10,1091,01/14/2016,Washington,DC,200095383,,,,Salary,,,IND,@auto
17339,2016,1128047,VQZETA1HK70,C00492140,OI,,Uber,A40,5,10/19/2015,,CA,941031355,,,,Travel,,,ORG,@auto
17340,2016,1128051,VQZETA1HJF0,C00492140,OI,,Uber,A40,10,10/19/2015,,CA,941031355,,,,Travel,,,ORG,@auto
17342,2016,1128100,SB239774,C00467167,PB,,,R30,5000,03/24/2016,SUSSEX,NJ,,,H8NJ05052,,Contribution,P2016,,CAN,@new3
17343,2016,1128105,VQZETA1H6V0,C00492140,OI,,,A40,10,10/19/2015,Washington,DC,200021804,,,,Travel,,,ORG,@auto
17344,2016,1128169,SB234240,C00542746,PI,,,R30,1000,03/01/2016,SOUTHAMPTON,NY,,C00578401,,,Contribution,P2016,,CCM,@new3
17348,2016,1128395,VQZETA1H783,C00492140,OI,,,A40,282,10/19/2015,Parsippany,NJ,070543826,,,,Travel,,,ORG,@auto
17354,2016,1128769,VQZETA20TK6,C00492140,OI,,,W10,1394,07/31/2015,Washington,DC,200026036,,,,Salary,,,IND,@auto
17355,2016,1128864,VQZETA20W77,C00492140,OI,,,W10,1747,07/31/2015,Arlington,VA,222091315,,,,Salary,,,IND,@auto
17356,2016,1128909,23-02-01205-01481,C00410308,PI,,,R30,1000,03/22/2016,,UT,,C00556407,H4UT04011,,Contribution,P2016,,CCM,@new3
17361,2016,1129138,VQZET9YE2D0,C00492140,OI,,,A40,130,09/03/2015,Chicago,IL,606612559,,,,Travel,,,ORG,@auto
17365,2016,1129353,VQZETA24D91,C00492140,OI,,,W10,1433,10/31/2015,Washington,DC,200014860,,,,Salary,,,IND,@auto
17366,2016,1129453,VQZETA24CY4,C00492140,OI,,,W10,1381,10/31/2015,Washington,DC,200013465,,,,Salary,,,IND,@auto
17376,2016,1130182,VQZETA1HDR2,C00492140,OI,,Uber,A40,10,07/23/2015,,CA,941031355,,,,Travel,,,ORG,@auto
17380,2016,1130514,SB21B-263308,C00193433,PI,,,W10,1036,03/31/2016,Washington,DC,,,,,Salaries,,,IND,@auto
17381,2016,1130574,VQZETA20H80,C00492140,OI,,,W10,1394,08/31/2015,Washington,DC,200026036,,,,Salary,,,IND,@auto
17382,2016,1130640,VPEH8A1G5G2,C00007922,PL,,,R30,3500,03/21/2016,Sacramento,CA,958144602,C00334706,,,Contribution,P2016,,CCM,@new3
17383,2016,1130712,VQZETA20KJ3,C00492140,OI,,,W10,1065,08/31/2015,Arlington,VA,222013015,,,,Salary,,,IND,@auto
17384,2016,1130821,VPEH8A1JG39,C00007922,PL,,,R30,2500,03/30/2016,Providence,RI,029400280,C00410803,,,Contribution,P2018,,CCM,@new3
17394,2016,1131813,B596016,C00109819,PB,,,R30,1000,03/21/2016,Morgantown,WV,,C00473132,H0WV01072,,Contribution,P2016,,CCM,@new3
17400,2016,1132375,SB23110398,C00011114,PL,,,R30,2500,03/22/2016,,CA,,,H2CA00120,,Contribution,G2016,,CCM,@new3
17405,2016,1132721,VQZETA1H1G4,C00492140,OI,,,A40,638,07/13/2015,,TX,761552664,,,,Travel,,,ORG,@auto
17408,2016,1133068,B597677,C00040535,PB,,,R30,2500,03/21/2016,,NY,,C00290825,H2NY17071,,Contribution,P2016,,CCM,@new3
17409,2016,1133193,B595431,C00235739,PB,,,R30,4000,02/26/2016,Alexandria,VA,,C00393348,H4TX24094,,Contribution,P2016,,CCM,@new3
17429,2016,1135135,SB21B-262815,C00193433,PI,,,W10,1501,03/15/2016,Washington,DC,,,,,Salaries,,,IND,@auto
17472,2016,1137551,VQZETA6A7J6,C00492140,OI,,,A40,38,01/26/2016,Dallas,TX,,,,,Travel,,,ORG,@auto
17473,2016,1137583,VQZETA6AAB7,C00492140,OI,,Uber,A40,8,01/26/2016,,CA,941031355,,,,Travel,,,ORG,@auto
17475,2016,1137697,VQZETA6A909,C00492140,OI,,,A40,22,01/26/2016,Chicago,IL,606612559,,,,Lodging,,,ORG,@auto
17476,2016,1137771,VQZETA7E0N2,C00492140,OI,,Gogoair,A40,16,03/29/2016,Chicago,IL,606067225,,,,Travel,,,ORG,@auto
17477,2016,1137794,VQZETA7E2E9,C00492140,OI,,Uber,A40,22,03/29/2016,,CA,941031355,,,,Travel,,,ORG,@auto
17480,2016,1137886,VQZETA7D352,C00492140,OI,,,A40,865,03/25/2016,,NY,114282039,,,,Travel,,,ORG,@auto
17482,2016,1138118,VQZETA77P04,C00492140,OI,,,W10,2422,03/11/2016,Washington,DC,200052936,,,,Salary,,,IND,@auto
17483,2016,1138174,VQZETA77ND6,C00492140,OI,,,W10,2258,03/11/2016,Washington,DC,200013270,,,,Salary,,,IND,@auto
17487,2016,1138641,VQZETA6R7A5,C00492140,OI,,,W10,1186,02/29/2016,Arlington,VA,222034070,,,,Salary,,,IND,@auto
17490,2016,1138703,VQZETA6R9M8,C00492140,OI,,,W10,2349,02/29/2016,,MD,209123805,,,,Salary,,,IND,@auto
17493,2016,1138737,VQZETA6BRC3,C00492140,OI,,,A40,15,02/08/2016,,TX,761552664,,,,Travel,,,ORG,@auto
17494,2016,1138776,VQZETA6BSH5,C00492140,OI,,,A40,145,02/08/2016,Columbia,SC,292012806,,,,Lodging,,,ORG,@auto
17496,2016,1139033,VQZETA6ZFP0,C00492140,OI,,Uber,A40,7,02/23/2016,,CA,941031355,,,,Travel,,,ORG,@auto
17497,2016,1139070,VQZETA6ZJJ4,C00492140,OI,,,A40,846,02/23/2016,Chicago,IL,606612559,,,,Lodging,,,ORG,@auto
17499,2016,1139187,VQZETA6ZJR2,C00492140,OI,,,A40,301,03/08/2016,,TX,761552664,,,,Travel,,,ORG,@auto
17502,2016,1139598,VQZETA6ZJT8,C00492140,OI,,,A40,72,02/24/2016,Chicago,IL,606612559,,,,Lodging,,,ORG,@auto
17518,2016,1140512,B596726,C00235739,PB,,,R30,5000,03/17/2016,Washington,DC,,C00540500,S4NJ00185,,Contribution,G2020,,CCM,@new3
17519,2016,1140562,B595439,C00235739,PB,,,N99,4000,03/25/2016,Washington,DC,,C00392688,H4TX10093,,Contribution,G2016,,CCM,@new3
17535,2016,1141633,SB237669,C00405555,PB,,,R30,2500,09/22/2015,MIDLAND,TX,,,H4TX19136,,Contribution,P2016,,CCM,@new3
17566,2016,1144128,MAY2015-00203,C00370007,PI,,,A40,224,04/03/2015,Rosemont,IL,,,,,Lodging,,,ORG,@auto
17570,2016,1144535,D262843,C00441303,PB,,,R30,1000,01/28/2015,Washington,DC,,C00140715,H2MD05155,,Contribution,P2016,,CCM,@new
17572,2016,1144603,B1F0F9C14351347C8BAC,C00211318,PB,,,R30,5000,03/27/2015,Bowie,MD,207162643,,H2MD05155,,Contribution,P2016,,COM,@new
17573,2016,1144685,B1623B164825D45289C5,C00211318,PB,,,R30,2000,04/03/2015,Washington,DC,200042505,,H0IN02125,,Contribution,P2016,,COM,@new3
17574,2016,1144744,BC6ECFF8C469C4E97B88,C00211318,PB,,,R30,2500,05/01/2015,Warwick,RI,,,H0RI02139,,Contribution,P2016,,COM,@new
17576,2016,1144801,D564530,C00348607,PI,Impact,,R30,5000,02/25/2015,Columbia,MO,,C00572925,S6MO00362,,Contribution,G2016,,CCM,@new
17578,2016,1144897,SB234268,C00383422,PI,,,R30,500,03/17/2015,MIAMI,FL,,,H4FL26038,,Contribution,P2015,,CCM,@new3
17583,2016,1145193,SB2312110,C00215285,PB,,,R30,1000,06/02/2015,ENCINITAS,CA,,,H2CA52089,,Contribution,P2016,,CCM,@new3
17589,2016,1145421,SB235137,C00570226,PI,,,R10,5000,06/16/2015,Washington,DC,,,,,Contribution,P2016,,PAC,@new
17592,2016,1145697,D849,C00452052,PB,,,R30,500,06/19/2015,Roanoke,VA,,C00257956,H2VA06115,,Contribution,P2016,,CCM,@new
17603,2016,1146751,SB2317327,C00034272,PB,,,R10,5000,05/12/2015,WASHINGTON,DC,,,,,Contribution,,,CCM,@new
17624,2016,1148074,22547831,C00029348,PB,,,R30,5000,06/26/2015,Appleton,WI,,C00463620,H0WI08075,,Contribution,P2016,,CCM,@new
17625,2016,1148164,SB238452,C00114694,PB,,,R30,500,06/24/2015,TEANECK,NJ,,,,,Contribution,P2015,,CCM,@new3
17649,2016,1149268,B6CCB229FE1B348FEB05,C00248849,PB,,,R30,2500,06/19/2015,ANCHORAGE,AK,,,,,Contribution,P2016,,COM,@new
17655,2016,1149735,B0BAA495C18414713B58,C00012328,PB,,,R30,1000,06/17/2015,Anniston,AL,362021113,,H2AL03032,,Contribution,P2016,,COM,@new
17666,2016,1150494,SB2343728,C00143867,PB,,,R30,1000,05/20/2015,HOWE,IN,,,H0IN03198,,Contribution,P2016,,CCM,@new3
17674,2016,1150887,SB295227,C00506733,PB,,,R40,1000,05/18/2015,,TX,,,,,Contribution,P2015,,CCM,@new
17676,2016,1150972,SB234237,C00565630,PI,,,R30,1000,06/26/2015,,IA,,C00545616,,,Contribution,P2016,,COM,@new3
17681,2016,1151466,D12-005108,C00320432,PI,,,R30,250,06/01/2015,Washington,DC,,,,,Contribution,P2016,,CAN,@new
17682,2016,1151477,SB235200,C00425686,PB,,,R30,500,04/23/2015,SPRINGFIELD,OR,,,H6OR04047,,Contribution,G2016,,CCM,@new3
17684,2016,1151555,13334943,C00068528,PB,,,R30,1000,06/03/2015,Libertyville,IL,,C00465971,H0IL10302,,Contribution,P2016,,CCM,@new
17689,2016,1151932,SB21B-815-3219-e,C00440032,PI,,,A70,912,06/01/2015,,OH,451741010,,,,Rent,,,ORG,@auto
17690,2016,1151941,SB21B-1497-3276-e,C00440032,PI,,,U10,26,06/15/2015,Memphis,TN,,,,,Shipping,,,ORG,@new
17698,2016,1152357,SB2915393,C00252825,PL,,,R40,1000,04/15/2015,philadelphia,PA,,,,,contribution,,,PAC,@new2
17706,2016,1152734,EXPB18544,C00320218,PL,,,T50,3490,02/13/2015,Annapolis,MD,,,,,C00012476,,,COM,@new
17707,2016,1152757,EXPB43,C00528380,PB,,,R30,2500,01/29/2015,,CA,,C00571919,,,C00571919,P2016,,COM,@new
17715,2016,1154002,BF61160EF18EB4BC8A58,C00409003,PI,,,W10,38,04/30/2015,,SD,571082710,,,,Payroll,,,IND,@auto
17728,2016,1154895,SB237138,C00131607,PB,,,R30,1000,06/29/2015,TALLAHASSEE,FL,,,H4FL02062,,CONTRIBUTION,P2016,,PAC,@new3
17737,2016,1155731,SB21B-212-3122-e,C00440032,PI,,,W10,521,03/15/2015,Cincinnati,OH,452155236,,,,Payroll,,,IND,@auto
17738,2016,1155780,D661391,C00431478,PI,,Pizzaland,F30,60,02/18/2015,Portville,NY,147709744,,,,Food/Beverage,,,ORG,@new2
17744,2016,1156121,SB2343843,C00251751,PB,,,R30,1000,06/01/2015,,PA,,,H2PA04135,,Contribution,P2016,,CCM,@new3
17750,2016,1156398,SB234117,C00545079,PI,,,R30,500,04/01/2015,,NV,,,H4NV04017,,Contribution,P2016,,CCM,@new3
17751,2016,1156399,SB234111,C00545079,PI,,,R30,500,04/01/2015,LIBERTYVILLE,IL,,,H0IL10302,,Contribution,P2016,,CCM,@new3
17765,2016,1157318,SB23-1756-3073-e,C00440032,PI,,,R30,5000,03/05/2015,Oshkosh,WI,549015029,C00482984,S0WI00197,,Contribution,G2016,,COM,@new
17767,2016,1157593,SB21B1168651,C00438747,PI,,,A60,875,06/26/2015,Reston,VA,,C00438747,,,Accounting,,,ORG,@auto
17768,2016,1157723,B076014D1624249BD882,C00559146,PI,,,R30,1000,06/22/2015,Howe,IN,467460129,,H0IN03198,,Donation,P2016,,ORG,@new
17771,2016,1157999,SB2343841,C00251751,PB,,,R30,1000,06/01/2015,TAYLORVILLE,IL,,,H2IL13120,,Contribution,P2016,,CCM,@new3
17783,2016,1158882,SB2324981,C00364158,PB,,,R30,1000,06/23/2015,CONCORD,NH,,,H0NH02181,,CONTRIBUTION,P2016,,CCM,@new3
17784,2016,1158894,SB21B202959,C00417857,PI,,Kall8,A70,39,04/14/2015,Seattle,WA,,C00417857,,,Telephone,,,ORG,@new
17793,2016,1159760,SB21B-251431,C00193433,PI,,,W10,1492,06/15/2015,Washington,DC,,,,,Salaries,,,IND,@auto
17800,2016,1160330,SB21B-252467,C00193433,PI,,,W10,1656,06/30/2015,Washington,DC,,,,,Salaries,,,IND,@auto
17822,2016,1162450,SB225195,C00113225,PL,,,T50,2500,06/08/2015,Washington,DC,,,,,Contribution,,,PAC,@new3
17846,2016,1164430,SB21B4142,C00037606,PI,,,A60,578,02/05/2015,Seattle,WA,,,,,Accounting/Compliance,P2016,,ORG,@new
17862,2016,1165964,SB235313,C00014019,PB,,,R30,1500,02/03/2015,HAYS,KS,,C00458315,,,Contribution,G2015,,CCM,@new3
17866,2016,1166544,4184117,C00119008,PB,,,R40,650,06/30/2015,Indiana,PA,,,,,Contribution,,,COM,@new2
17871,2016,1166621,B576445,C00096156,PB,,,R50,2500,06/22/2015,Springfield,VA,,C00469429,,,Contribution,O2015,,PAC,@new2
17872,2016,1166672,66047571,C00219642,PB,,,R40,500,06/04/2015,Magnolia,AR,,,,,Contribution,,,COM,@new
17874,2016,1166771,SB234553,C00480228,PI,,,R30,5000,06/11/2015,ALEXANDRIA,VA,,,,,CONTRIBUTION,,,COM,@new3
17877,2016,1166941,66059584,C00097485,PB,,,R30,2500,06/09/2015,Washington,DC,,C00390674,S8ID00027,,Contribution,,,PAC,@new
17889,2016,1167671,B576112,C00235739,PB,,,R50,1000,06/19/2015,Boise,ID,,C00461723,,,Contribution,O2015,,PAC,@new2
17892,2016,1168092,B575758,C00064766,PB,,,R50,2500,06/16/2015,,CO,,C00525543,,,Contribution,O2015,,PAC,@new2
17893,2016,1168171,B576642,C00064766,PB,,,R50,1000,06/23/2015,Alexandria,VA,,C00446625,,,Contribution,O2015,,PAC,@new2
17900,2016,1168592,22497952,C00010470,PB,,,R50,5000,06/08/2015,Washington,DC,,C00493700,,,Contribution,,,PAC,@new2
17901,2016,1168629,22511832,C00010470,PB,,,R30,3000,06/22/2015,Casper,WY,,C00443580,H8WY00148,,Contribution,P2016,,CCM,@new
17919,2016,1169964,10437332,C00158881,PB,,,R30,1000,06/26/2015,Ottawa,IL,,C00458877,H0IL11052,,Contribution,P2016,,CCM,@new
17920,2016,1169983,10440982,C00158881,PB,,,R30,5000,06/26/2015,,NM,,C00443689,H8NM03196,,Contribution,P2016,,CCM,@new
17943,2016,1171436,66317717,C00034132,PB,,,R30,1000,06/23/2015,,NM,,C00443689,H8NM03196,,Contribution,P2016,,CCM,@new
17947,2016,1171615,SB235083,C00402073,PB,,,R30,2000,05/07/2015,DENTON,TX,,,H2TX26093,,Contribution,P2016,,CCM,@new3
17948,2016,1171617,SB235074,C00402073,PB,,,R30,1000,02/19/2015,,TX,,,H8TX22107,,Contribution,P2016,,CCM,@new2
17949,2016,1171729,B576229,C00096156,PB,,,R30,2500,06/19/2015,Sacramento,CA,,C00473272,H0CA19173,,Contribution,P2016,,CCM,@new
17950,2016,1171734,B576225,C00096156,PB,,,R30,1000,06/19/2015,Visalia,CA,,C00370056,H8CA20059,,Contribution,G2016,,CCM,@new
17951,2016,1171743,B576441,C00096156,PB,,,R30,500,06/22/2015,Libertyville,IL,,C00465971,H0IL10302,,Contribution,G2016,,CCM,@new
17952,2016,1171808,B577119,C00096156,PB,,,R30,5000,06/29/2015,,NV,,C00468421,H0NV03058,,Contribution,G2016,,CCM,@new
17953,2016,1171884,B576218,C00096156,PB,,,R30,1000,06/19/2015,Martinsburg,WV,,C00506774,H4WV02080,,Contribution,P2016,,CCM,@new
17957,2016,1172026,B576619,C00163832,PB,,,R50,5000,06/23/2015,Washington,DC,,C00493700,,,Contribution,O2015,,PAC,@new2
17958,2016,1172069,B576484,C00163832,PB,,,R30,2000,06/22/2015,Camillus,NY,,C00556365,H4NY24073,,Contribution,P2016,,CCM,@new
17960,2016,1172203,D610308,C00235853,PI,,,R30,1000,06/04/2015,Tempe,AZ,852855879,C00508804,H2AZ09019,,Contribution,G2016,,CCM,@new
17961,2016,1172206,D610306,C00235853,PI,,,R50,2500,06/04/2015,,CA,,C00344234,,,Contribution,,,PAC,@new2
17968,2016,1172569,SB2384590,C00011114,PL,,,R30,2000,06/24/2015,Tucson,AZ,,,H2AZ07070,,Contribution,P2016,,CCM,@new3
17969,2016,1172585,SB2384579,C00011114,PL,,,R30,1500,06/24/2015,Bolton,MS,,,H4MS02068,,Contribution,P2016,,CCM,@new3
17970,2016,1172598,SB2384619,C00011114,PL,,,R30,2500,06/24/2015,Concord,NH,,,H0NH02181,,Contribution,P2016,,CCM,@new3
17971,2016,1172610,SB2384883,C00011114,PL,,,R30,2000,06/25/2015,,NY,,,H8NY20056,,Contribution,P2016,,CCM,@new3
17978,2016,1173032,VNH369ZARP3,C00271338,PI,,,R30,2500,06/30/2015,,NY,101855256,C00575795,P00003392,,Contribution,P2016,,CCM,@new
17979,2016,1173059,SB2321645,C00101766,PB,,,R30,4000,06/02/2015,SOMERSET,KY,,,H0KY05015,,Contribution,P2016,,PAC,@new3
17996,2016,1174167,D263577,C00540112,PB,,,A60,838,06/01/2015,Seattle,WA,981011229,,,,Accounting/Compliance,P2016,,ORG,@new
17997,2016,1174202,66044728,C00219642,PB,,,R30,1000,06/04/2015,Marietta,OH,,C00476820,H0OH06189,,Contribution,P2016,,CCM,@new
17999,2016,1174340,SB21B-251136,C00193433,PI,,,U10,1434,06/04/2015,Brookhaven,PA,,,,,Printing,,,ORG,@new
18004,2016,1174572,66049334,C00287003,PB,,,R30,1000,06/05/2015,,PA,,C00554899,H0PA06076,,Contribution,P2016,,CCM,@new
18019,2016,1175598,66049661,C00219642,PB,,,R40,7500,06/05/2015,Secaucus,NJ,,,,,Contribution,,,COM,@new
18020,2016,1175630,66054053,C00219642,PB,,,R40,300,06/08/2015,Warsaw,IN,,,,,Contribution,,,COM,@new
18029,2016,1176479,D527751,C00001016,PL,,,R30,5000,06/01/2015,,IL,,C00467522,H0IL14080,,Contribution,P2016,,CCM,@new
18034,2016,1176872,D166716,C00250399,PB,,,R30,5000,06/22/2015,,PA,,C00554899,H0PA06076,,contribution,P2016,,CCM,@new
18037,2016,1176981,B574904,C00279216,PB,,,R30,1000,06/01/2015,Washington,DC,,C00434191,H8CT04172,,Contribution,O2016,Convention,CCM,@new
18044,2016,1177257,D1841,C00428623,PB,,,R30,1000,06/25/2015,Montpelier,VT,,C00068353,S4VT00017,,Contribution,G2016,,CCM,@new
18045,2016,1177287,D1828,C00428623,PB,,,R30,1000,06/10/2015,Casselberry,FL,,C00283051,H2FL08055,,Contribution,P2016,,CCM,@new
18055,2016,1178094,VNTPK9RRRH3,C00547349,OI,,,W10,250,06/30/2015,,IA,503092023,,,,Salary,,,IND,@auto
18056,2016,1178152,VNTPK9RRRV2,C00547349,OI,,,W10,1546,06/30/2015,,IA,503092023,,,,Salary,,,IND,@auto
18057,2016,1178161,VNTPK9RRS91,C00547349,OI,,,W10,1000,06/30/2015,Concord,NH,033016313,,,,Salary,,,IND,@auto
18058,2016,1178299,BEBB5BDF8B65D4A0F8BA,C00211318,PB,,,R30,2500,06/24/2015,Wausau,WI,544020538,,H0WI07051,,Contribution,P2016,,COM,@new
18059,2016,1178310,BC7C91E887B6E40A9954,C00211318,PB,,,R30,2500,06/24/2015,Washington,DC,200031904,,H2NC13110,,Contribution,P2016,,COM,@new
18060,2016,1178348,38305260,C00113803,PB,,,R30,1500,06/24/2015,Bakersfield,CA,933892667,C00420935,H6CA22125,,Contribution,G2016,,CCM,@new
18061,2016,1178391,SB21b-EX512,C00489336,PI,,,U10,26,06/08/2015,Memphis,TN,,,,,Shipping,O2015,,ORG,@new
18067,2016,1178691,13405390,C00002766,PL,,,R30,5000,06/30/2015,BOLTON,MS,,,,,Contribution,P2016,,CCM,@new
18068,2016,1178723,SB2369484,C00013342,PL,,,R30,1000,06/24/2015,,VA,,,H6VA01117,,contribution,P2016,,CCM,@new3
18083,2016,1179622,SB234160,C00546010,PI,,,R30,2700,03/31/2016,WASHINGTON,DC,,,H4NJ12149,,Contribution,G2016,,CCM,@new3
18094,2016,1180018,D582995,C00538835,PI,,,F30,1592,01/07/2016,Washington,DC,200011706,,,,Catering/Events,,,ORG,@new
18100,2016,1180338,D584234,C00538835,PI,,,A40,1636,01/31/2016,Chicago,IL,606011604,,,,Airfare,,,ORG,@auto
18106,2016,1180636,SB21B4547,C00575118,OI,,,S10,2000,02/01/2016,,NY,,,,,Polling,,,ORG,@new
18109,2016,1180941,SB234958,C00423079,PI,,,R30,1000,12/15/2015,,CA,,,H6CA24303,,Contribution,P2016,,CCM,@new3
18119,2016,1181797,SB234281,C00551697,PB,,,R30,1000,02/01/2016,,MN,,,H0MN04049,,Contribution,P2016,,CCM,@new3
