,Unnamed: 0,Cycle,ID,TransID,CRPFilerid,Recipcode,Pacshort,CRPRecipname,Expcode,Amount,Date,City,State,Zip,CmteID_EF,Candid,Type,Descrip,PG,ElecOther,EntType,Source
304,894,2016,604819,SB23I23339,N00030612,RI,,,A40,412,02/11/2016,,TX,,,,,airfar,,,ORG,@auto
305,897,2016,607980,SB21B-941527,C00000935,DP,,,W10,8092,02/25/2016,,MD,,,,,payrol,,,IND,@auto
306,898,2016,608107,SB21B-941647,C00000935,DP,,,W10,6114,02/25/2016,Washington,DC,,,,,payrol,,,IND,@auto
307,900,2016,608386,SB21B-942010-20000,C00000935,DP,,,A40,9,02/01/2016,,TX,,,,,travel,,,ORG,@auto
308,901,2016,608946,SB21B-941980-110000,C00000935,DP,,,A40,6,02/03/2016,Orlando,FL,,,,,travel,,,ORG,@auto
309,902,2016,609330,SB21B-289092,C00010603,DP,,,W10,2087,02/29/2016,Washington,DC,,,,,salari,,,IND,@auto
310,903,2016,610075,SB21B-288627,C00010603,DP,,,W10,1340,02/12/2016,Baltimore,MD,,,,,salari,,,IND,@auto
311,916,2016,617596,VPE83A158B2,N00000528,DO,,,W10,2876,03/15/2016,Washington,DC,200024489,,,,payrol,P2016,,IND,@auto
312,918,2016,618842,VPE83A15X43,N00000528,DO,,,W10,714,03/30/2016,Sudbury,MA,017762214,,,,payrol,P2016,,IND,@auto
313,922,2016,621493,B0598E21E1C154F7D9CE,N00013799,RL,,,W10,231,04/15/2016,Gloucester,VA,230615305,,,,payrol,P2016,,IND,@auto
314,923,2016,623033,SB23793,N00033085,RI,,,W10,1350,03/18/2016,HOUSTON,TX,,,,,payrol,,,IND,@auto
315,924,2016,623230,B-127,N00038684,RO,,,U10,196,02/19/2016,Lafayette,LA,,,,,postag,P2016,,ORG,@auto
316,925,2016,624745,VPE83A0M4N1,N00000528,DO,,,W10,1129,01/15/2016,,MN,551175458,,,,payrol,P2016,,IND,@auto
317,926,2016,625384,VPE83A086Z8,N00000528,DO,,,W10,1925,10/30/2015,Denver,CO,802463430,,,,payrol,P2016,,IND,@auto
318,927,2016,626487,VPE83A0E141,N00000528,DO,,,W10,745,12/15/2015,Burlington,VT,054013643,,,,payrol,P2016,,IND,@auto
319,934,2016,629918,VQZQFA2KT15,C00040857,DP,,,F30,64,10/26/2015,,MI,,,,,bingo,,,IND,@new
320,936,2016,631368,D587476,C00025254,DP,,,W10,192,03/18/2016,,MN,,,,,payrol,,,ORG,@auto
321,945,2016,641210,VPE83A0E896,N00000528,DO,,,W10,1300,12/15/2015,Woodstock,CT,062813212,,,,payrol,P2016,,IND,@auto
322,950,2016,646118,VPE83A0MBB5,N00000528,DO,,,W10,1051,01/15/2016,Hooksett,NH,031061838,,,,payrol,P2016,,IND,@auto
323,951,2016,646633,VPE83A0KZW4,N00000528,DO,,,W10,2042,01/15/2016,,SC,294390983,,,,payrol,P2016,,IND,@auto
324,958,2016,649611,B0AFCABA9B4CD43C7ACA,C00082925,RP,,,W10,1076,05/12/2016,,NV,891223464,,,,salari,,,IND,@auto
325,964,2016,651938,SB23CCUV10032,N00033085,RI,,,A30,35,03/03/2016,MARION,SC,,,,,food/beverag,,,ORG,@new
326,965,2016,651972,SB23CCUV10334,N00033085,RI,,Uber,A40,61,03/03/2016,,CA,,,,,travel,,,ORG,@auto
327,966,2016,652374,VQZQFA3SP09,C00040857,DP,,,F30,12,10/24/2015,Detroit,MI,482133704,,,,bingo,,,IND,@new
328,968,2016,652738,VQZQFA2YZ54,C00040857,DP,,,F30,7,10/17/2015,,MI,483105945,,,,bingo,,,IND,@new
329,973,2016,657771,D576330,C00025254,DP,,,W10,2873,06/26/2015,Eagan,MN,551224217,,,,payrol,,,IND,@auto
330,977,2016,660651,B-E-38630,N00032022,RI,,,W10,45,04/06/2016,Dallas,TX,753680001,,,,insur,P2016,,ORG,@new
331,982,2016,664134,VPE83A14SD7,N00000528,DO,,,W10,50,03/10/2016,Addison,VT,,,,,payrol,P2016,,IND,@auto
332,984,2016,665372,VPF6VHME5X7I,N00000751,DI,,,F30,79,05/12/2016,Washington,DC,200013865,,,,cater,P2016,,PAC,@new
333,985,2016,665510,BB9F43C5B80E24A22840,N00000851,RI,,,M00,500,04/27/2016,Trenton,NJ,086081102,,,,advertis,,,ORG,@new
334,986,2016,665931,VPE83A14TZ2,N00000528,DO,,,W10,100,03/10/2016,Superior,CO,800278292,,,,payrol,P2016,,IND,@auto
335,989,2016,667907,VPE83A0RPK3,N00000528,DO,,,W10,1515,02/12/2016,Colleyville,TX,760344622,,,,payrol,P2016,,IND,@auto
336,990,2016,670252,VPE83A0SK88,N00000528,DO,,,W10,1841,02/29/2016,,IL,604632905,,,,payrol,P2016,,IND,@auto
337,991,2016,670320,VPE83A0SMR6,N00000528,DO,,,W10,4952,02/29/2016,,VA,220462619,,,,payrol,P2016,,IND,@auto
338,997,2016,674457,VQZ7EA7NNC0,N00037264,DC,,,A40,134,04/24/2016,,NY,100194369,,,,travel,P2016,,ORG,@auto
339,1002,2016,680854,SB22-944738,C00000935,DP,,,T20,2090,05/20/2016,Concord,NH,,C00178038,,,transfer,,,PTY,@new2
340,1004,2016,683492,B19B04824AC564DB3B3E,N00037595,RL,,,U20,600,05/19/2016,Washington,DC,200031164,,,,softwar,P2016,,ORG,@new
341,1009,2016,686230,VPE83A15TS0,N00000528,DO,,,W10,2083,03/30/2016,Remsen,NY,134384435,,,,payrol,P2016,,IND,@auto
342,1011,2016,687512,SB23CCUV56966,N00033085,RI,,,A40,450,04/04/2016,MIAMI,FL,,,,,travel,,,ORG,@auto
343,1012,2016,687593,SB23INDUV3518,N00033085,RI,,,A40,217,04/15/2016,,MO,,,,,travel,,,ORG,@auto
344,1013,2016,688111,SB23CCUV57196,N00033085,RI,,,A40,674,04/04/2016,ATLANTA,GA,,,,,travel,,,ORG,@auto
345,1019,2016,690875,B8E2736CDA312459688A,N00030676,RI,,,A30,187,08/29/2015,Springfield,MO,658092821,,,,meal,P2016,,ORG,@new
346,1020,2016,690878,B5D96B1646B9F48EDAF2,N00030676,RI,,,A30,16,08/31/2015,Springfield,MO,658075707,,,,meal,P2016,,ORG,@new
347,1025,2016,692370,B00CEE9DCFF174D0DB0B,N00037528,RO,,,C10,319,01/26/2016,Millbrook,NY,125450150,,,,print,P2016,,ORG,@new
348,1026,2016,693309,SB17I7289,N00029258,RI,,,A30,58,10/30/2015,ENCINITAS,CA,,,,,food/beverag,,,ORG,@new
349,1029,2016,694208,SB17I7298,N00029258,RI,,,A30,46,11/06/2015,ENCINITAS,CA,,,,,food/beverag,,,ORG,@new
350,1030,2016,694428,SB21B49799,C00350991,3P,,,M00,3600,05/26/2016,Brooklyn,NY,,,,,advertis,,,ORG,@new
351,1032,2016,695443,B2F222B4D797648249B9,N00030676,RI,,,A40,280,04/07/2015,Dallas,TX,752619688,C00107300,,,airfar,P2016,,PAC,@auto
352,1033,2016,697015,SB21B-291046,C00010603,DP,,,W10,1226,05/13/2016,Washington,DC,,,,,salari,,,IND,@auto
353,1039,2016,699457,D207145,N00000019,DO,,,A40,9,05/17/2016,Newark,NJ,071011270,,,,travel,P2016,,ORG,@auto
354,1047,2016,707859,D203906,N00000019,DO,,,A70,30,05/31/2016,,NY,101855256,,,,phone,P2016,,IND,@new
355,1048,2016,708359,D205746,N00000019,DO,,,A40,166,05/17/2016,Parsippany,NJ,070543826,,,,travel,P2016,,ORG,@auto
356,1049,2016,708487,VPE83A1GAQ9,N00000528,DO,,,W10,1038,05/27/2016,Ogunquit,ME,039073127,,,,payrol,P2016,,IND,@auto
357,1050,2016,709213,VPE83A1G4Q7,N00000528,DO,,,W10,882,05/13/2016,Gilbert,AZ,852343112,,,,payrol,P2016,,IND,@auto
358,1051,2016,710424,D203201,N00000019,DO,,,W10,3781,05/31/2016,,NY,101855256,,,,payrol,P2016,,IND,@auto
359,1052,2016,710751,VPE83A1J4P4,N00000528,DO,,,N10,14,05/31/2016,,MI,488232039,,,,refund,P2016,,IND,@new
360,1053,2016,711691,D212216,N00000019,DO,,,A40,25,05/12/2016,Atlanta,GA,303541989,,,,travel,P2016,,ORG,@auto
361,1055,2016,711813,VPE83A1G7F0,N00000528,DO,,,W10,697,05/13/2016,Lawrence,KS,660493739,,,,payrol,P2016,,IND,@auto
362,1057,2016,712435,VPE83A1H726,N00000528,DO,,,N10,367,05/15/2016,,CA,919415117,,,,refund,P2016,,IND,@new
363,1058,2016,712692,D203622,N00000019,DO,,,W10,1147,05/31/2016,,NY,101855256,,,,payrol,P2016,,IND,@auto
364,1060,2016,714025,D200614,N00000019,DO,,,W10,1525,05/13/2016,,NY,101855256,,,,payrol,P2016,,IND,@auto
365,1061,2016,714048,D200674,N00000019,DO,,,W10,2826,05/13/2016,,NY,100119704,,,,payrol,P2016,,IND,@auto
366,1062,2016,714183,D203016,N00000019,DO,,,A70,30,05/31/2016,,NY,101855256,,,,phone,P2016,,IND,@new
367,1063,2016,714910,D200805,N00000019,DO,,,W10,1364,05/13/2016,,NY,101855256,,,,payrol,P2016,,IND,@auto
368,1065,2016,715968,D206498,N00000019,DO,,Amtrak,A40,121,05/17/2016,Washington,DC,200024285,,,,travel,P2016,,ORG,@auto
369,1069,2016,717788,B011924BDF3E740229E3,C00038505,RP,,,A40,35,05/03/2016,Atlanta,GA,303206001,,,,baggag,,,ORG,@new
370,1070,2016,718195,SB21B-030028-1,C00003418,RP,,,W10,10377,05/31/2016,RICHMOND,VA,,,,,tax,,,ORG,@new
371,1071,2016,718521,SB21B-029887-1,C00003418,RP,,,W10,1604,05/31/2016,WASHINGTON,DC,,,,,payrol,,,IND,@auto
372,1075,2016,719447,SB21-0050299,C00075820,RP,,,A40,167,05/19/2016,Chicago,IL,,,,,travel,,,ORG,@auto
373,1083,2016,726469,SB21B-246488-30000,C00193433,PI,,,F30,185,02/06/2015,WASHINGTON,DC,200095726,,,,catering/facil,,,ORG,@new
374,1087,2016,730165,37901216,C00113803,PB,,,R30,2500,02/13/2015,,OR,,C00333427,H6OR02116,,contribut,P2016,,CCM,@new
375,1090,2016,731856,SB2316101,C00034272,PB,,,R30,2000,03/09/2015,SAVANNAH,GA,,,,,contribut,P2016,,PAC,@new3
376,1097,2016,739267,SB235970,C00017681,PB,,,R30,5000,02/18/2016,HONOLULU,HI,,,S4HI00136,,contribut,G2016,,CCM,@new3
377,1112,2016,749874,BA5A3DF1FB397423A928,C00409003,PI,,,W10,1588,03/13/2015,,SD,571046026,,,,payrol,,,IND,@auto
378,1118,2016,752044,SB2330337,C00438051,PB,,,R30,1000,03/30/2015,TEMPE,AZ,,,H2AZ09019,,contribut,P2016,,PAC,@new3
379,1120,2016,752618,64970262,C00131185,PB,,,R30,1000,03/27/2015,,PA,,C00554899,H0PA06076,,contribut,P2016,,CCM,@new
380,1121,2016,752889,B550161,C00009282,PB,,,R50,5000,03/20/2015,Alexandria,VA,,C00412288,,,contribut,O2015,,PAC,@new2
381,1122,2016,752939,B499580,C00005157,PL,,,R30,-1000,03/01/2015,Brainerd,MN,,C00499053,H2MN08111,,contribut,P2014,,CCM,@new
382,1125,2016,753861,64937802,C00097485,PB,,,R30,2500,03/19/2015,Manchester,NH,031050937,C00464297,S0NH00235,,contribut,P2016,,CCM,@new
383,1127,2016,754861,SB234253,C00399196,PI,,,R30,5000,03/24/2015,CONCORD,NH,,,H0NH02181,,contribut,P2016,,CCM,@new3
384,1128,2016,756066,SB2346505,C00225342,PB,,,R50,2500,03/26/2015,WASHINGTON,DC,,,,,contribut,,,PAC,@new2
385,1132,2016,761633,6787073,C00365502,PB,,,R50,5000,02/10/2015,Amarillo,TX,,C00404418,,,contribut,,,PAC,@new2
386,1507,2016,1021014,B551471,C00064766,PB,,,R30,1000,04/13/2015,Washington,DC,,C00554261,H4VA10010,,contribut,P2016,,CCM,@new3
387,1510,2016,1022134,6952899,C00158576,PL,,,R40,1000,04/14/2015,Succasunna,NJ,,,,,contribut,,,COM,@new2
388,1512,2016,1022264,65154509,C00219642,PB,,,R30,3000,04/10/2015,Alexandria,VA,,C00341891,,,contribut,P2016,,CCM,@new3
389,1513,2016,1022441,SB21BI22186,C00305805,PI,,,W10,483,04/15/2015,WASHINGTON,DC,,,,,salari,,,IND,@auto
390,1519,2016,1026468,65183041,C00251876,PB,,,R30,2500,04/13/2015,Sacramento,CA,,C00473272,H0CA19173,,contribut,P2016,,CCM,@new3
391,1521,2016,1028948,SB21B-249869-60000,C00193433,PI,,,U10,36,04/23/2015,CARROLLTON,TX,750068321,,,,deliveri,,,ORG,@new
392,1524,2016,1029933,50512E527,C00411611,PI,,,R50,5000,04/15/2015,Bolton,MS,,,,,contribut,P2015,,PAC,ManAG
393,1525,2016,1032252,SB2332535,C00100131,PB,,,R30,2500,05/04/2015,Portland,OR,,,S6OR00110,,contribut,P2016,,CCM,@new3
394,1526,2016,1033474,B546759,C00111880,PB,,,R30,2500,03/03/2015,,CA,,C00512202,H2CA08164,,contribut,P2016,,CCM,@new
395,1527,2016,1034905,SB2310702,C00076737,PB,,,N99,1500,04/21/2015,FLORENCE,AZ,,C00461806,,,redesignate:,P2016,,CCM,ManAD
396,1529,2016,1036622,B575175,C00501163,PB,,,R30,1000,06/04/2015,Washington,DC,,C00503110,H2CA52089,,contribut,P2016,,CCM,@new
397,1530,2016,1036809,SB238983,C00350835,PB,,,R30,1500,03/13/2015,,SD,,,S2SD00068,,contribut,P2016,,CCM,@new3
398,1539,2016,1040173,B546995,C00364133,PB,,,R20,900,03/06/2015,Harrisburg,PA,,C00044842,,,contribut,O2015,,PTY,@new
399,1541,2016,1041458,SB21B5046,C00461996,PI,,,F30,180,05/07/2015,Washington,DC,,,,,food/beverag,,,ORG,@new
400,1542,2016,1041712,SB2319871,C00390575,PB,,,R50,5000,03/05/2015,Alexandria,VA,,,,,contribut,,,PAC,@new2
401,1543,2016,1042017,50615E1571,C00296640,PI,,,R30,4000,03/26/2015,Alexandria,VA,,,S6AZ00019,,contribut,P2016,,CCM,@new3
402,1544,2016,1042757,B566974,C00118430,PB,,,R30,1000,03/02/2015,Wadsworth,OH,,C00466359,H0OH16097,,contribut,P2016,,CCM,@new
403,1545,2016,1042879,D165838,C00384602,PB,,,R30,2000,02/12/2015,,CA,900260878,C00264101,H2CA30143,,contribut,P2016,,CCM,@new
404,1546,2016,1042946,B547113,C00414474,PB,,,R30,1000,03/06/2015,Washington,DC,,C00193623,S6AL00013,,contribut,P2016,,CCM,@new
405,1561,2016,1053025,SB21B4794,C00341396,PI,Moveon.org,,W10,1020,02/15/2015,,MI,,,,,payrol,,,IND,@auto
406,1566,2016,1055856,D573778,C00540443,OI,,,A40,120,01/22/2015,Fairfax,VA,220312404,,,,travel/accommodations/m,,,ORG,@new
407,1567,2016,1055876,D574439,C00540443,OI,,,U10,29,01/22/2015,Tucson,AZ,857501341,,,,print,,,ORG,@new
408,1574,2016,1060524,SB21B42863,C00571000,PI,,Uber,A40,319,03/24/2015,,CA,,,,,travel,,,ORG,@auto
409,1575,2016,1061251,B574567,C00125641,PB,,,R30,2500,05/26/2015,Orefield,PA,,C00461046,S4PA00121,,contribut,P2016,,CCM,@new
410,1576,2016,1062459,VN7GD9ZA8J0,C00495028,OI,,,N10,10,06/30/2015,,CA,908083249,,,,refund,,,IND,@new
411,1580,2016,1064719,D561829,C00409730,PI,,,R30,5000,02/26/2015,Omaha,NE,681240023,C00557181,H4NE02054,,contribut,G2016,,CCM,@new
412,1582,2016,1065230,SB21BI884,C00571778,PI,,,A40,183,03/10/2015,MAHWAH,NJ,,,,,travel,,,ORG,@auto
413,1592,2016,1068484,D565798,C00525600,PI,,,A40,383,03/05/2015,Phoenix,AZ,,,,,travel,,,ORG,@auto
414,1593,2016,1068899,D572578,C00477067,PI,,,R30,5000,06/30/2015,,NY,,C00579433,H6NY13105,,contribut,P2016,,CCM,@new
415,1624,2016,1086620,SB2345656,C00251751,PB,,,R30,2000,07/06/2015,TIFTON,GA,,,H0GA08099,,contribut,P2016,,CCM,@new2
416,1630,2016,1090000,D525243,C00492140,OI,,,W10,1159,04/30/2015,Arlington,VA,,,,,salari,,,IND,@auto
417,1632,2016,1090722,D526258,C00492140,OI,,,W10,5406,06/15/2015,Washington,DC,,,,,salari,,,IND,@auto
418,1633,2016,1090884,D517229,C00492140,OI,,,W10,1694,01/15/2015,Washington,DC,,,,,salari,,,IND,@auto
419,1635,2016,1091603,D526426,C00492140,OI,,,M30,5,04/24/2015,,CA,,,,,advertis,,,ORG,@new
420,1636,2016,1091642,D526940,C00492140,OI,,,A40,862,05/05/2015,Chicago,IL,,,,,travel,,,ORG,@auto
421,1640,2016,1095622,SB2317131,C00012476,PL,,,R30,5000,09/29/2015,BALTIMORE,MD,,C00578658,,,contribut,P2016,,CCM,@new3
422,1643,2016,1097694,D166085,C00382556,PL,,,R30,1000,05/19/2015,Washington,DC,,,,,pac,P2016,,CCM,@new
423,1648,2016,1100101,SB2921586,C00101766,PB,,,R40,500,05/22/2015,Passaic,NJ,,,,,contribut,,,CCM,@new
424,1654,2016,1103890,D166004,C00250399,PB,,,W10,1882,05/15/2015,Alexandria,VA,,,,,payrol,,,ORG,@auto
425,1663,2016,1109198,B583076,C00004861,PL,,,R30,5000,09/15/2015,Atlanta,GA,,C00202416,H6GA05217,,contribut,G2016,,CCM,@new
426,1669,2016,1111604,D32-00AX0v,C00320432,PI,,Uber,A40,42,03/17/2016,,CA,,,,,taxi,,,ORG,@new
427,1680,2016,1121173,VNGY6A129F6,C00529693,PI,,,R30,1000,03/21/2016,,CA,951123680,C00351379,H0CA15148,,contribut,P2016,,CCM,@new3
428,1681,2016,1121368,VQZETA74SF5,C00492140,OI,,Uber,A40,10,03/18/2016,,CA,941031355,,,,travel,,,ORG,@auto
429,1682,2016,1123364,B595621,C00268904,PB,,,R30,3000,03/01/2016,Jefferson,LA,,C00394957,H0LA01087,,contribut,P2016,,CCM,@new3
430,1683,2016,1123522,VQZETA4TXF3,C00492140,OI,,,A40,14,12/31/2015,Washington,DC,200021804,,,,travel,,,ORG,@auto
431,1684,2016,1123631,VQZETA74Q39,C00492140,OI,,,A40,646,03/18/2016,Chicago,IL,606612559,,,,lodg,,,ORG,@auto
432,1685,2016,1124602,VQZETA4QPN9,C00492140,OI,,,U10,189,10/08/2015,Davenport,IA,528067343,,,,photocopi,,,ORG,@new
433,1690,2016,1130935,VQZETA1HN40,C00492140,OI,,,A40,84,10/01/2015,Chicago,IL,606612559,,,,lodg,,,ORG,@auto
434,1694,2016,1135555,SB21B-262778,C00193433,PI,,,U10,265,03/17/2016,Philadelphia,PA,191700001,,,,deliveri,,,ORG,@new
435,1699,2016,1138709,VQZETA6R679,C00492140,OI,,,W10,4978,02/29/2016,Washington,DC,200103342,,,,salari,,,IND,@auto
436,1709,2016,1148931,SB237764,C00242040,PB,,,R30,1000,03/02/2015,SAVANNAH,GA,,C00543967,,,contribut,G2016,,CCM,@new3
437,1716,2016,1156115,SB2343826,C00251751,PB,,,R30,2000,05/22/2015,HAYS,KS,,,S0KS00091,,contribut,P2016,,CCM,@new3
438,1721,2016,1159115,D669455,C00431478,PI,,,R30,1000,06/23/2015,Omaha,NE,681240023,C00557181,H4NE02054,,contribut,P2016,,CCM,@new
439,1723,2016,1160343,SB21B-252493,C00193433,PI,,,W10,2733,06/30/2015,Washington,DC,,,,,salari,,,IND,@auto
440,1724,2016,1160386,SB21B-252457,C00193433,PI,,,W10,1117,06/30/2015,Washington,DC,,,,,salari,,,IND,@auto
441,1738,2016,1166980,66451809,C00097485,PB,,,R30,1000,06/24/2015,Shelbyville,IN,,C00460667,H0IN02125,,contribut,P2016,,CCM,@new
442,1744,2016,1171823,B576836,C00096156,PB,,,R30,2500,06/25/2015,Albany,NY,,C00450049,H8NY21203,,contribut,P2016,,CCM,@new
443,1750,2016,1176314,D622597,C00366666,PI,,,R30,1000,03/31/2015,,CA,,C00502575,H2CA36439,,contribut,P2016,,CCM,@new
444,1755,2016,1178432,SB235835,C00427781,PB,,,R30,5000,06/17/2015,TUSCALOOSA,AL,,,S6AL00013,,contribut,G2016,,CCM,@new3
445,1756,2016,1178434,SB234522,C00504365,PI,,,R30,1000,06/26/2015,PENSACOLA,FL,,,H2FL01100,,contribut,P2016,,CCM,@new3
446,1757,2016,1178507,SB234141,C00571323,PI,,,R10,15000,01/27/2015,WASHINGTON,NC,,,,,contribut,O2015,OTHER,PTY,@new
447,1761,2016,1180793,B-365,C00510701,OI,,,A60,450,01/15/2016,Willows,CA,95988-098,,,,bookkeep,P2016,,COM,@auto
448,1769,2016,1183796,SB21BI91960,C00569905,OI,,,U10,3146,02/22/2016,LADSON,SC,,,,,postag,,,IND,@new
449,1770,2016,1184392,D522894,C00410092,PI,,,A70,279,01/29/2016,Madison,WI,537033354,,,,rent,P2016,,ORG,@auto
450,1773,2016,1186896,SB21B13949,C00600817,OI,,,F40,1,01/09/2016,,CA,,,,,paypal,,,ORG,@new
451,1774,2016,1187151,SB21B14204,C00600817,OI,,,F40,1,01/12/2016,,CA,,,,,paypal,,,ORG,@new
452,1775,2016,1187611,SB21B14664,C00600817,OI,,,F40,1,01/19/2016,,CA,,,,,paypal,,,ORG,@new
453,1776,2016,1188405,SB21B15459,C00600817,OI,,,F40,3,02/03/2016,,CA,,,,,paypal,,,ORG,@new
454,1777,2016,1189055,SB21B16109,C00600817,OI,,,F40,1,03/07/2016,,CA,,,,,paypal,,,ORG,@new
455,1778,2016,1190823,VQZ6GA79CE4,C00580068,OI,,,W10,2135,03/15/2016,Evanston,IL,602022571,,,,payrol,,,IND,@auto
456,1781,2016,1192578,SB2382476,C00326439,PI,,,R30,1000,03/31/2016,,CA,,,H6CA52130,,contribut,P2016,,CCM,@new3
457,1788,2016,1193705,D640407,C00366666,PI,,,R10,15000,03/23/2016,Washington,DC,200034024,C00000935,,,contribut,,,PTY,@new
458,1793,2016,1196372,D640224,C00327395,PI,,,W10,45,03/15/2016,Washington,DC,200026431,,,,salari,,,IND,@auto
459,1798,2016,1201544,VNTPK9SRJ71,C00547349,OI,,,W10,1505,03/31/2016,Concord,NH,033016313,,,,salari,,,IND,@auto
460,2270,2016,1514073,B66CC68A5563449F8A65,C00551184,PB,,,R30,1000,08/28/2015,,NY,100166823,,S8NY00082,,contribut,P2016,,COM,@new
461,2295,2016,1527218,38420133,C00000885,PL,,,R40,5000,07/28/2015,Dayton,OH,,,,,contribut,,,COM,@new2
462,2297,2016,1528503,JUL2015-00212,C00370007,PI,,,A40,624,05/21/2015,Atlanta,GA,,,,,airfar,,,ORG,@auto
463,2307,2016,1534182,B579270,C00002881,PB,,,R30,2500,07/31/2015,Hazleton,PA,,C00445122,H2PA11098,,contribut,P2016,,CCM,@new3
464,2308,2016,1534451,D167894,C00373696,PB,,,R30,1000,07/15/2015,Unionville,PA,,C00310136,H6PA16197,,contribut,P2016,,CCM,@new3
465,2309,2016,1535142,591B492A1246CF89E9B,C00303339,PB,,,R30,2000,07/14/2015,Oakland,ME,,C00518654,H4ME02234,,contribut,P2016,,CCM,@new3
466,2319,2016,1539263,7250535,C00349373,PB,,,R30,5000,07/27/2015,,TX,,C00437913,H8TX22107,,contribut,P2016,,CCM,@new
467,2320,2016,1539894,SB21B4352,C00568840,OI,,,A40,230,03/02/2015,,TX,,,,,airfar,,,ORG,@auto
468,2323,2016,1540518,SB21B4158,C00408880,PI,,,A60,1500,12/31/2015,Charlotte,NC,,,,,account,,,IND,@auto
469,2324,2016,1541526,10786257,C00158881,PB,,,R30,2500,12/08/2015,Riverside,CA,,,,,contribut,G2016,,CCM,@new
470,2331,2016,1545118,SB235980,C00406066,PB,,,R30,1000,12/05/2015,MIAMI,FL,,,,,contribut,P2016,,CCM,@new4
471,2332,2016,1546500,B952CB31C810742F68CD,C00235572,PI,OrrinPAC,,F30,1001,12/30/2015,WASHINGTON,DC,,,,,food/beverag,,,ORG,@new2
472,2338,2016,1553242,D573911,C00525600,PI,,Amtrak,A40,30,09/05/2015,Washington,DC,200024285,,,,travel,,,ORG,@auto
473,2339,2016,1554635,VN7GB9ZJN05,C00484642,OI,,,W10,1987,08/31/2015,Washington,DC,200034862,,,,salari,,,IND,@auto
474,2343,2016,1556876,D578818,C00525600,PI,,,W10,1031,12/31/2015,Hyattsville,MD,,,,,salari,,,IND,@auto
475,2357,2016,1567882,B590183,C00008474,PB,,,R30,2000,12/16/2015,Alexandria,VA,,C00555888,H4VA08224,,contribut,P2016,,CCM,@new
476,2358,2016,1569045,B588622,C00479246,PB,,,R10,5000,11/25/2015,Washington,DC,,C00042366,,,contribut,O2015,,PTY,@new
477,2361,2016,1571500,SB2311276,C00462630,PB,,,R30,2500,07/30/2015,OTTAWA,IL,,,H0IL11052,,contribut,P2016,,CCM,@new3
478,2365,2016,1573783,SB23102292,C00011114,PL,,,R30,1500,12/16/2015,Chicago,IL,,,H4IL07037,,contribut,P2016,,CCM,@new3
479,2366,2016,1575015,B591947,C00144345,PB,Sanofi,,R30,1000,12/22/2015,Washington,DC,,C00347492,H0OH12062,,contribut,P2016,,CCM,@new
480,2369,2016,1577370,VNTPK9S9712,C00547349,OI,,,W10,750,11/13/2015,Concord,NH,033016313,,,,salari,,,IND,@auto
481,2374,2016,1579411,SB23-2866-6865-e,C00447565,PB,,,R30,1000,12/04/2015,Wheaton,IL,601870713,C00410969,H6IL06117,,contribut,G2016,,COM,@new
482,2384,2016,1585932,SB235233,C00443895,PB,,,R30,1000,11/13/2015,,SD,,C00443895,,,contribut,P2016,,CAN,@new3
483,2386,2016,1586881,38709241,C00238725,PL,,,R30,1000,11/01/2015,,MO,,,,,contribut,P2016,,CCM,@new
484,2387,2016,1587273,SB238488,C00107615,PB,,,R50,1500,09/11/2015,,NV,,,S2NV00183,,contribut,G2016,,CCM,@new2
485,2395,2016,1588953,SB2930547,C00155069,PL,,,M00,669,11/25/2015,BUFFALO,NY,,,,,advertis,,,ORG,@new
486,2414,2016,1600669,B578475,C00429001,PB,,,R35,3000,07/21/2015,Washington,DC,,C00568162,,,contribut,O2016,,CCM,@new
487,2415,2016,1601518,38709257,C00238725,PL,,,R30,1000,11/01/2015,Bethesda,MD,,,,,contribut,G2016,,CCM,@new
488,2422,2016,1605556,B589911,C00468660,PB,,,R50,1000,11/17/2015,Springfield,VA,,C00531517,,,contribut,O2015,,PAC,@new2
489,2425,2016,1606514,SB21B6271,C00492595,OI,,,A70,371,04/01/2015,Oakland,CA,,,,,rent,,,ORG,@auto
490,2433,2016,1611219,SB234789,C00488080,PB,,,R30,1000,08/17/2015,Arlington,VA,,,S0ND00093,,contribut,P2016,,CCM,@new3
491,2445,2016,1618208,EXPB10551,C00220558,PI,,,R10,5000,10/02/2015,Washington,DC,,,,,contribut,,,PTY,@new
492,2447,2016,1618455,EXPB26782,C00480830,PL,,,R30,2000,08/28/2015,,CA,,,,,contribut,P2016,,CCM,@new
493,2463,2016,1627431,SB234378,C00528992,PI,,,R30,1000,09/12/2015,GREENSBORO,NC,,,H4NC12100,,contribut,P2016,,CCM,@new3
494,2468,2016,1628946,38604687,C00238725,PL,,,R30,1000,09/29/2015,,NY,,C00571869,H6NY11174,,contribut,P2016,,CCM,@new
495,2483,2016,1637338,VNTPK9S9408,C00547349,OI,,,W10,770,11/13/2015,Orlando,FL,328067819,,,,salari,,,IND,@auto
496,2498,2016,1645450,VNTPK9S9PQ8,C00547349,OI,,Mediacom,A70,116,11/23/2015,,IA,506162020,,,,util,,,ORG,@auto
497,2504,2016,1650371,B583156,C00005157,PL,,,R30,2500,09/15/2015,Annandale,VA,,C00558213,H4MI12079,,contribut,P2016,,CCM,@new
498,2542,2016,1676720,SB21B-256162-10000,C00193433,PI,,,A40,-110,09/21/2015,HANOVER,MD,210761316,,,,mileag,,,ORG,@auto
